triple (Sample:1001,has_cap_shape,Shape:CONVEX)
triple (Sample:1001,has_cap_surface,Surface:SMOOTH)
triple (Sample:1001,has_gill_spacing,Spacing:CROWDED)
triple (Sample:1001,has_habitat,Habitat:WOODS)
triple (Sample:1002,has_odor,Odor:ALMOND)
triple (Sample:1003,has_ring_number,Number:ONE)
triple (Sample:1004,has_gill_attachment,Attachment:FREE)
triple (Sample:1004,has_population,Population:SEVERAL)
triple (Sample:1005,has_cap_shape,Shape:CONVEX)
triple (Sample:1005,has_cap_color,Color:WHITE)
triple (Sample:1005,has_stalk_surface_above_ring,Surface:SMOOTH)
triple (Sample:1005,has_stalk_color_below_ring,Color:WHITE)
triple (Sample:1007,has_stalk_color_above_ring,Color:WHITE)
triple (Sample:1007,has_ring_number,Number:ONE)
triple (Sample:1007,has_spore_print_color,Color:PURPLE)
triple (Sample:1007,has_habitat,Habitat:WOODS)
triple (Sample:1008,has_gill_spacing,Spacing:CROWDED)
triple (Sample:1009,has_class,Class:EDIBLE)
triple (Sample:1009,has_gill_attachment,Attachment:FREE)
triple (Sample:1010,has_stalk_surface_above_ring,Surface:SMOOTH)
triple (Sample:1010,has_ring_type,RingType:PENDANT)
triple (Sample:1011,has_gill_attachment,Attachment:FREE)
triple (Sample:1011,has_stalk_color_below_ring,Color:WHITE)
triple (Sample:1011,has_ring_number,Number:ONE)
triple (Sample:1012,has_cap_shape,Shape:CONVEX)
triple (Sample:1012,has_cap_surface,Surface:SMOOTH)
triple (Sample:1012,has_odor,Odor:ANISE)
triple (Sample:1012,has_stalk_surface_above_ring,Surface:SMOOTH)
triple (Sample:1012,has_stalk_surface_below_ring,Surface:SMOOTH)
triple (Sample:1012,has_spore_print_color,Color:BROWN)
triple (Sample:1012,has_habitat,Habitat:WOODS)
triple (Sample:1013,has_cap_color,Color:YELLOW)
triple (Sample:1013,has_stalk_shape,Shape:TAPERING)
triple (Sample:1013,has_stalk_surface_above_ring,Surface:SMOOTH)
triple (Sample:1013,has_stalk_color_above_ring,Color:WHITE)
triple (Sample:1014,has_stalk_root,Root:BULBOUS)
triple (Sample:1014,has_stalk_surface_below_ring,Surface:SMOOTH)
triple (Sample:1014,has_veil_type,VeilType:PARTIAL)
triple (Sample:1014,has_habitat,Habitat:WOODS)
triple (Sample:1015,has_cap_surface,Surface:SMOOTH)
triple (Sample:1015,has_ring_number,Number:ONE)
triple (Sample:1016,has_class,Class:EDIBLE)
triple (Sample:1017,has_gill_size,Size:NARROW)
triple (Sample:1018,has_cap_surface,Surface:SMOOTH)
triple (Sample:1018,has_ring_number,Number:ONE)
triple (Sample:1018,has_ring_type,RingType:PENDANT)
triple (Sample:1019,has_stalk_surface_above_ring,Surface:SMOOTH)
triple (Sample:1019,has_veil_type,VeilType:PARTIAL)
triple (Sample:1019,has_veil_color,Color:WHITE)
triple (Sample:1020,has_cap_color,Color:YELLOW)
triple (Sample:1020,has_odor,Odor:ANISE)
triple (Sample:1021,has_gill_attachment,Attachment:FREE)
triple (Sample:1021,has_gill_color,Color:PINK)
triple (Sample:1021,has_stalk_shape,Shape:TAPERING)
triple (Sample:1021,has_stalk_surface_below_ring,Surface:SMOOTH)
triple (Sample:1021,has_veil_type,VeilType:PARTIAL)
triple (Sample:1021,has_veil_color,Color:WHITE)
triple (Sample:1022,has_cap_shape,Shape:CONVEX)
triple (Sample:1022,has_gill_size,Size:NARROW)
triple (Sample:1022,has_stalk_color_above_ring,Color:WHITE)
triple (Sample:1023,has_stalk_root,Root:BULBOUS)
triple (Sample:1023,has_spore_print_color,Color:PURPLE)
triple (Sample:1023,has_habitat,Habitat:WOODS)
triple (Sample:1024,has_class,Class:EDIBLE)
triple (Sample:1024,has_gill_spacing,Spacing:CROWDED)
triple (Sample:1024,has_stalk_surface_below_ring,Surface:SMOOTH)
triple (Sample:1024,has_stalk_color_below_ring,Color:WHITE)
triple (Sample:1024,has_veil_type,VeilType:PARTIAL)
triple (Sample:1025,has_class,Class:EDIBLE)
triple (Sample:1025,has_cap_surface,Surface:FIBROUS)
triple (Sample:1025,has_stalk_surface_above_ring,Surface:SMOOTH)
triple (Sample:1025,has_stalk_surface_below_ring,Surface:SMOOTH)
triple (Sample:1025,has_spore_print_color,Color:PURPLE)
triple (Sample:1026,has_cap_shape,Shape:CONVEX)
triple (Sample:1026,has_odor,Odor:ALMOND)
triple (Sample:1026,has_veil_type,VeilType:PARTIAL)
triple (Sample:1027,has_stalk_surface_above_ring,Surface:SMOOTH)
triple (Sample:1027,has_veil_type,VeilType:PARTIAL)
triple (Sample:1028,has_ring_number,Number:ONE)
triple (Sample:1029,has_odor,Odor:ALMOND)
triple (Sample:1030,has_bruises,Buises:BRUISES)
triple (Sample:1030,has_stalk_surface_above_ring,Surface:SMOOTH)
triple (Sample:1030,has_ring_number,Number:ONE)
triple (Sample:1031,has_gill_color,Color:WHITE)
triple (Sample:1031,has_veil_type,VeilType:PARTIAL)
triple (Sample:1031,has_spore_print_color,Color:PURPLE)
triple (Sample:1032,has_odor,Odor:ANISE)
triple (Sample:1032,has_veil_type,VeilType:PARTIAL)
triple (Sample:1032,has_ring_type,RingType:PENDANT)
triple (Sample:1033,has_ring_number,Number:ONE)
triple (Sample:1033,has_population,Population:SEVERAL)
triple (Sample:1034,has_gill_attachment,Attachment:FREE)
triple (Sample:1034,has_stalk_surface_below_ring,Surface:SMOOTH)
triple (Sample:1035,has_population,Population:SEVERAL)
triple (Sample:1037,has_cap_shape,Shape:CONVEX)
triple (Sample:1037,has_cap_surface,Surface:FIBROUS)
triple (Sample:1037,has_spore_print_color,Color:PURPLE)
triple (Sample:1038,has_cap_color,Color:YELLOW)
triple (Sample:1038,has_stalk_color_below_ring,Color:WHITE)
triple (Sample:1039,has_gill_color,Color:PINK)
triple (Sample:1039,has_ring_number,Number:ONE)
triple (Sample:1039,has_spore_print_color,Color:PURPLE)
triple (Sample:1039,has_habitat,Habitat:WOODS)
triple (Sample:1040,has_bruises,Buises:BRUISES)
triple (Sample:1040,has_gill_attachment,Attachment:FREE)
triple (Sample:1040,has_gill_spacing,Spacing:CROWDED)
triple (Sample:1040,has_gill_color,Color:PINK)
triple (Sample:1041,has_odor,Odor:ALMOND)
triple (Sample:1041,has_veil_type,VeilType:PARTIAL)
triple (Sample:1041,has_habitat,Habitat:WOODS)
triple (Sample:1042,has_bruises,Buises:BRUISES)
triple (Sample:1042,has_odor,Odor:ALMOND)
triple (Sample:1042,has_gill_attachment,Attachment:FREE)
triple (Sample:1042,has_population,Population:SEVERAL)
triple (Sample:1043,has_cap_surface,Surface:FIBROUS)
triple (Sample:1043,has_bruises,Buises:BRUISES)
triple (Sample:1043,has_gill_spacing,Spacing:CROWDED)
triple (Sample:1043,has_stalk_color_below_ring,Color:WHITE)
triple (Sample:1043,has_spore_print_color,Color:PURPLE)
triple (Sample:1044,has_stalk_root,Root:BULBOUS)
triple (Sample:1045,has_cap_surface,Surface:FIBROUS)
triple (Sample:1045,has_gill_size,Size:NARROW)
triple (Sample:1045,has_stalk_shape,Shape:TAPERING)
triple (Sample:1046,has_cap_shape,Shape:CONVEX)
triple (Sample:1046,has_gill_spacing,Spacing:CROWDED)
triple (Sample:1046,has_stalk_surface_below_ring,Surface:SMOOTH)
triple (Sample:1046,has_ring_type,RingType:PENDANT)
triple (Sample:1046,has_spore_print_color,Color:BROWN)
triple (Sample:1047,has_stalk_shape,Shape:TAPERING)
triple (Sample:1047,has_stalk_root,Root:BULBOUS)
triple (Sample:1048,has_stalk_shape,Shape:TAPERING)
triple (Sample:1049,has_stalk_surface_above_ring,Surface:SMOOTH)
triple (Sample:1049,has_stalk_color_above_ring,Color:WHITE)
triple (Sample:1049,has_spore_print_color,Color:PURPLE)
triple (Sample:1050,has_cap_surface,Surface:SMOOTH)
triple (Sample:1050,has_odor,Odor:ALMOND)
triple (Sample:1050,has_stalk_shape,Shape:TAPERING)
triple (Sample:1051,has_class,Class:EDIBLE)
triple (Sample:1051,has_cap_surface,Surface:SMOOTH)
triple (Sample:1051,has_odor,Odor:ALMOND)
triple (Sample:1051,has_stalk_root,Root:BULBOUS)
triple (Sample:1051,has_stalk_surface_above_ring,Surface:SMOOTH)
triple (Sample:1051,has_veil_color,Color:WHITE)
triple (Sample:1052,has_cap_surface,Surface:SMOOTH)
triple (Sample:1052,has_stalk_surface_below_ring,Surface:SMOOTH)
triple (Sample:1052,has_spore_print_color,Color:BROWN)
triple (Sample:1053,has_gill_attachment,Attachment:FREE)
triple (Sample:1054,has_stalk_color_above_ring,Color:WHITE)
triple (Sample:1054,has_stalk_color_below_ring,Color:WHITE)
triple (Sample:1054,has_ring_type,RingType:PENDANT)
triple (Sample:1056,has_class,Class:EDIBLE)
triple (Sample:1056,has_cap_surface,Surface:SMOOTH)
triple (Sample:1056,has_bruises,Buises:BRUISES)
triple (Sample:1057,has_cap_shape,Shape:FLAT)
triple (Sample:1057,has_bruises,Buises:BRUISES)
triple (Sample:1057,has_gill_spacing,Spacing:CROWDED)
triple (Sample:1058,has_cap_shape,Shape:FLAT)
triple (Sample:1058,has_cap_surface,Surface:SMOOTH)
triple (Sample:1058,has_stalk_color_below_ring,Color:WHITE)
triple (Sample:1059,has_stalk_shape,Shape:TAPERING)
triple (Sample:1059,has_spore_print_color,Color:PURPLE)
triple (Sample:1060,has_odor,Odor:ANISE)
triple (Sample:1060,has_ring_type,RingType:PENDANT)
triple (Sample:1061,has_bruises,Buises:BRUISES)
triple (Sample:1061,has_gill_spacing,Spacing:CROWDED)
triple (Sample:1061,has_stalk_surface_below_ring,Surface:SMOOTH)
triple (Sample:1061,has_stalk_color_below_ring,Color:WHITE)
triple (Sample:1061,has_ring_number,Number:ONE)
triple (Sample:1061,has_ring_type,RingType:PENDANT)
triple (Sample:1061,has_population,Population:SEVERAL)
triple (Sample:1061,has_habitat,Habitat:WOODS)
triple (Sample:1062,has_gill_attachment,Attachment:FREE)
triple (Sample:1062,has_stalk_color_above_ring,Color:WHITE)
triple (Sample:1063,has_cap_surface,Surface:SMOOTH)
triple (Sample:1063,has_gill_size,Size:NARROW)
triple (Sample:1063,has_population,Population:SEVERAL)
triple (Sample:1064,has_gill_spacing,Spacing:CROWDED)
triple (Sample:1064,has_stalk_shape,Shape:TAPERING)
triple (Sample:1064,has_veil_color,Color:WHITE)
triple (Sample:1065,has_stalk_surface_above_ring,Surface:SMOOTH)
triple (Sample:1066,has_gill_size,Size:NARROW)
triple (Sample:1066,has_habitat,Habitat:WOODS)
triple (Sample:1067,has_cap_surface,Surface:SMOOTH)
triple (Sample:1067,has_cap_color,Color:YELLOW)
triple (Sample:1067,has_veil_color,Color:WHITE)
triple (Sample:1068,has_stalk_shape,Shape:TAPERING)
triple (Sample:1068,has_stalk_surface_below_ring,Surface:SMOOTH)
triple (Sample:1069,has_gill_color,Color:PINK)
triple (Sample:1069,has_stalk_surface_below_ring,Surface:SMOOTH)
triple (Sample:1069,has_habitat,Habitat:WOODS)
triple (Sample:1070,has_stalk_shape,Shape:TAPERING)
triple (Sample:1071,has_gill_size,Size:NARROW)
triple (Sample:1072,has_odor,Odor:ANISE)
triple (Sample:1072,has_gill_size,Size:NARROW)
triple (Sample:1072,has_stalk_shape,Shape:TAPERING)
triple (Sample:1075,has_stalk_surface_below_ring,Surface:SMOOTH)
triple (Sample:1075,has_population,Population:SEVERAL)
triple (Sample:1077,has_cap_surface,Surface:FIBROUS)
triple (Sample:1077,has_stalk_surface_above_ring,Surface:SMOOTH)
triple (Sample:1077,has_habitat,Habitat:WOODS)
triple (Sample:1078,has_gill_size,Size:NARROW)
triple (Sample:1078,has_spore_print_color,Color:BROWN)
triple (Sample:1078,has_habitat,Habitat:WOODS)
triple (Sample:1079,has_stalk_root,Root:BULBOUS)
triple (Sample:1079,has_stalk_surface_above_ring,Surface:SMOOTH)
triple (Sample:1080,has_population,Population:SEVERAL)
triple (Sample:1081,has_stalk_surface_below_ring,Surface:SMOOTH)
triple (Sample:1082,has_cap_color,Color:WHITE)
triple (Sample:1082,has_gill_size,Size:NARROW)
triple (Sample:1082,has_stalk_surface_above_ring,Surface:SMOOTH)
triple (Sample:1082,has_ring_number,Number:ONE)
triple (Sample:1083,has_cap_color,Color:WHITE)
triple (Sample:1083,has_stalk_root,Root:BULBOUS)
triple (Sample:1084,has_spore_print_color,Color:BROWN)
triple (Sample:1085,has_stalk_color_below_ring,Color:WHITE)
triple (Sample:1085,has_veil_type,VeilType:PARTIAL)
triple (Sample:1086,has_gill_color,Color:WHITE)
triple (Sample:1086,has_stalk_color_below_ring,Color:WHITE)
triple (Sample:1086,has_veil_color,Color:WHITE)
triple (Sample:1086,has_ring_number,Number:ONE)
triple (Sample:1087,has_stalk_surface_above_ring,Surface:SMOOTH)
triple (Sample:1087,has_spore_print_color,Color:PURPLE)
triple (Sample:1088,has_gill_spacing,Spacing:CROWDED)
triple (Sample:1089,has_cap_surface,Surface:FIBROUS)
triple (Sample:1089,has_stalk_color_above_ring,Color:WHITE)
triple (Sample:1090,has_cap_color,Color:YELLOW)
triple (Sample:1090,has_bruises,Buises:BRUISES)
triple (Sample:1090,has_spore_print_color,Color:BROWN)
triple (Sample:1091,has_class,Class:EDIBLE)
triple (Sample:1091,has_cap_shape,Shape:FLAT)
triple (Sample:1091,has_cap_color,Color:YELLOW)
triple (Sample:1091,has_veil_type,VeilType:PARTIAL)
triple (Sample:1091,has_spore_print_color,Color:PURPLE)
triple (Sample:1091,has_habitat,Habitat:WOODS)
triple (Sample:1092,has_veil_color,Color:WHITE)
triple (Sample:1092,has_spore_print_color,Color:BROWN)
triple (Sample:1092,has_habitat,Habitat:WOODS)
triple (Sample:1093,has_stalk_surface_below_ring,Surface:SMOOTH)
triple (Sample:1093,has_stalk_color_above_ring,Color:WHITE)
triple (Sample:1094,has_cap_color,Color:YELLOW)
triple (Sample:1094,has_gill_size,Size:NARROW)
triple (Sample:1094,has_stalk_color_above_ring,Color:WHITE)
triple (Sample:1095,has_odor,Odor:ANISE)
triple (Sample:1095,has_gill_attachment,Attachment:FREE)
triple (Sample:1095,has_gill_size,Size:NARROW)
triple (Sample:1095,has_stalk_root,Root:BULBOUS)
triple (Sample:1095,has_stalk_color_above_ring,Color:WHITE)
triple (Sample:1095,has_population,Population:SEVERAL)
triple (Sample:1096,has_stalk_surface_below_ring,Surface:SMOOTH)
triple (Sample:1096,has_ring_type,RingType:PENDANT)
triple (Sample:1097,has_gill_spacing,Spacing:CLOSE)
triple (Sample:1097,has_veil_type,VeilType:PARTIAL)
triple (Sample:1097,has_ring_type,RingType:PENDANT)
triple (Sample:1099,has_cap_shape,Shape:BELL)
