BedType:74	isProcRestriction	Boolean:TRUE
BedType:75	isProcRestriction	Boolean:TRUE
BedType:77	isProcRestriction	Boolean:TRUE
BedType:78	isProcRestriction	Boolean:TRUE
BedType:80	isProcRestriction	Boolean:TRUE
BedType:81	isProcRestriction	Boolean:TRUE
BedType:82	isProcRestriction	Boolean:TRUE
BedType:83	isProcRestriction	Boolean:TRUE
BedType:01	isProcRestriction	Boolean:TRUE
BedType:02	isProcRestriction	Boolean:TRUE
BedType:03	isProcRestriction	Boolean:TRUE
BedType:04	isProcRestriction	Boolean:TRUE
BedType:06	isProcRestriction	Boolean:TRUE
BedType:07	isProcRestriction	Boolean:TRUE
BedType:08	isProcRestriction	Boolean:TRUE
BedType:10	isProcRestriction	Boolean:TRUE
BedType:11	isProcRestriction	Boolean:TRUE
BedType:12	isProcRestriction	Boolean:TRUE
BedType:13	isProcRestriction	Boolean:TRUE
BedType:14	isProcRestriction	Boolean:TRUE
BedType:84	isProcRestriction	Boolean:FALSE
BedType:85	isProcRestriction	Boolean:TRUE
BedType:86	isProcRestriction	Boolean:TRUE
BedType:87	isProcRestriction	Boolean:TRUE
BedType:90	isProcRestriction	Boolean:FALSE
BedType:91	isProcRestriction	Boolean:FALSE
BedType:92	isProcRestriction	Boolean:TRUE
BedType:93	isProcRestriction	Boolean:TRUE
BedType:94	isProcRestriction	Boolean:FALSE
