POrgForm:06_04_09	inPGroup	PGroup:06
POrgForm:06_01_47	inPGroup	PGroup:06
POrgForm:02_05_01	inPGroup	PGroup:02
POrgForm:06_01_16	inPGroup	PGroup:06
POrgForm:06_01_21	inPGroup	PGroup:06
POrgForm:07_02_01	inPGroup	PGroup:07
POrgForm:03_03_04	inPGroup	PGroup:03
POrgForm:06_01_34	inPGroup	PGroup:06
POrgForm:07_02_11	inPGroup	PGroup:07
POrgForm:06_01_15	inPGroup	PGroup:06
POrgForm:01_02_02	inPGroup	PGroup:01
POrgForm:02_03_02	inPGroup	PGroup:02
POrgForm:06_04_74	inPGroup	PGroup:06
POrgForm:06_04_58	inPGroup	PGroup:06
POrgForm:04_07_04	inPGroup	PGroup:04
POrgForm:05_01_05	inPGroup	PGroup:05
POrgForm:04_14_02	inPGroup	PGroup:04
POrgForm:07_02_07	inPGroup	PGroup:07
POrgForm:06_04_59	inPGroup	PGroup:06
POrgForm:04_05_05	inPGroup	PGroup:04
POrgForm:04_04_02	inPGroup	PGroup:04
POrgForm:05_04_04	inPGroup	PGroup:05
POrgForm:03_08_01	inPGroup	PGroup:03
POrgForm:02_04_06	inPGroup	PGroup:02
POrgForm:06_01_23	inPGroup	PGroup:06
POrgForm:03_04_02	inPGroup	PGroup:03
POrgForm:03_09_03	inPGroup	PGroup:03
POrgForm:02_04_02	inPGroup	PGroup:02
POrgForm:06_04_44	inPGroup	PGroup:06
POrgForm:06_04_19	inPGroup	PGroup:06
POrgForm:06_01_13	inPGroup	PGroup:06
POrgForm:06_01_37	isActive	Boolean:FALSE
POrgForm:06_01_54	isActive	Boolean:FALSE
POrgForm:04_15_02	isActive	Boolean:TRUE
POrgForm:03_05_01	isActive	Boolean:TRUE
POrgForm:03_03_19	isActive	Boolean:TRUE
POrgForm:03_05_02	isActive	Boolean:TRUE
POrgForm:06_01_51	isActive	Boolean:FALSE
POrgForm:04_10_01	isActive	Boolean:TRUE
POrgForm:04_07_03	hasInactiveProc	Boolean:FALSE
POrgForm:02_13_01	hasInactiveProc	Boolean:TRUE
POrgForm:02_13_02	hasInactiveProc	Boolean:FALSE
POrgForm:05_01_03	hasInactiveProc	Boolean:FALSE
POrgForm:07_02_07	hasInactiveProc	Boolean:TRUE
POrgForm:06_04_53	hasInactiveProc	Boolean:TRUE
POrgForm:06_04_17	hasInactiveProc	Boolean:FALSE
POrgForm:07_02_06	hasInactiveProc	Boolean:FALSE
POrgForm:03_02_05	hasInactiveProc	Boolean:FALSE
POrgForm:06_04_68	hasInactiveProc	Boolean:FALSE
POrgForm:03_03_06	hasInactiveProc	Boolean:FALSE
POrgForm:04_16_01	hasInactiveProc	Boolean:TRUE
POrgForm:06_01_09	hasInactiveProc	Boolean:TRUE
POrgForm:99_01_01	hasInactiveProc	Boolean:FALSE
POrgForm:05_04_04	hasInactiveProc	Boolean:FALSE
POrgForm:03_03_16	hasInactiveProc	Boolean:FALSE
POrgForm:04_03_06	hasInactiveProc	Boolean:FALSE
POrgForm:02_06_01	hasInactiveProc	Boolean:FALSE
POrgForm:01_01_03	hasProcRestrictedByICD	Boolean:FALSE
POrgForm:04_07_03	hasProcRestrictedByICD	Boolean:TRUE
POrgForm:06_01_24	hasProcRestrictedByICD	Boolean:TRUE
POrgForm:03_03_04	hasProcRestrictedByICD	Boolean:TRUE
POrgForm:04_18_02	hasProcRestrictedByICD	Boolean:FALSE
POrgForm:06_04_75	hasProcRestrictedByICD	Boolean:TRUE
POrgForm:06_01_06	hasProcRestrictedByICD	Boolean:TRUE
POrgForm:04_16_12	hasProcRestrictedByICD	Boolean:FALSE
POrgForm:06_01_45	hasProcRestrictedByICD	Boolean:TRUE
POrgForm:04_13_01	hasProcRestrictedByICD	Boolean:FALSE
POrgForm:05_01_04	hasProcRestrictedByICD	Boolean:TRUE
POrgForm:06_01_17	hasProcRestrictedByICD	Boolean:TRUE
POrgForm:03_08_01	hasProcRestrictedByICD	Boolean:TRUE
POrgForm:02_08_01	hasProcRestrictedByICD	Boolean:FALSE
POrgForm:07_02_10	hasProcRestrictedByICD	Boolean:TRUE
POrgForm:06_04_70	hasProcRestrictedByICD	Boolean:TRUE
POrgForm:06_01_30	hasProcRestrictedByICD	Boolean:TRUE
POrgForm:07_01_07	hasProcRestrictedByICD	Boolean:TRUE
POrgForm:06_04_19	hasProcRestrictedByICD	Boolean:TRUE
POrgForm:06_01_04	hasProcRestrictedByICD	Boolean:TRUE
POrgForm:06_01_21	hasProcRestrictedByCompetence	Boolean:FALSE
POrgForm:04_06_02	hasProcRestrictedByCompetence	Boolean:TRUE
POrgForm:06_01_01	hasProcRestrictedByCompetence	Boolean:FALSE
POrgForm:06_03_05	hasProcRestrictedByCompetence	Boolean:FALSE
POrgForm:02_11_03	hasProcRestrictedByCompetence	Boolean:TRUE
POrgForm:02_08_03	hasProcRestrictedByCompetence	Boolean:FALSE
