Proc:0416030238	isRestrictedBy	ICD:C118
Proc:0301080208	isRestrictedBy	ICD:F438
Proc:0604770022	isRestrictedBy	ICD:N250
Proc:0408030615	isRestrictedBy	ICD:Q061
Proc:0408030232	isRestrictedBy	ICD:M414
Proc:0701020610	isRestrictedBy	ICD:Y835
Proc:0303170204	isRestrictedBy	ICD:F54
Proc:0303170190	isRestrictedBy	ICD:F063
Proc:0408030364	isRestrictedBy	ICD:T919
Proc:0303130067	isRestrictedBy	ICD:C959
Proc:0408030070	isRestrictedBy	ICD:M402
Proc:0408060468	isRestrictedBy	ICD:M130
Proc:0412010038	isRestrictedBy	ICD:C340
Proc:0303060085	isRestrictedBy	ICD:I099
Proc:0201010437	isRestrictedBy	ICD:N014
Proc:0408020032	isRestrictedBy	ICD:T929
Proc:0303130067	isRestrictedBy	ICD:C721
Proc:0209040050	isRestrictedBy	ICD:C508
Proc:0403010144	isRestrictedBy	ICD:Q758
Proc:0408060077	isRestrictedBy	ICD:M203
Proc:0302050027	isRestrictedBy	ICD:G371
Proc:0304020273	isRestrictedBy	ICD:C56
Proc:0408030119	isRestrictedBy	ICD:M510
Proc:0304030171	isRestrictedBy	ICD:C859
Proc:0407010130	isRestrictedBy	ICD:D131
Proc:0409020133	isRestrictedBy	ICD:Q640
Proc:0416120059	isRestrictedBy	ICD:D059
Proc:0409010294	isRestrictedBy	ICD:N134
Proc:0304100021	isRestrictedBy	ICD:C104
Proc:0303010169	isRestrictedBy	ICD:B447
Proc:0701070153	isRestrictedBy	ICD:Q379
Proc:0701050020	isRestrictedBy	ICD:C20
Proc:0404030165	isRestrictedBy	ICD:Q379
Proc:0701010096	isRestrictedBy	ICD:Q666
Proc:0404010490	isRestrictedBy	ICD:Q674
Proc:0404020690	isRestrictedBy	ICD:G473
Proc:0701010169	isRestrictedBy	ICD:M816
Proc:0701010061	isRestrictedBy	ICD:M815
Proc:0701020296	isRestrictedBy	ICD:S320
Proc:0701010126	isRestrictedBy	ICD:F842
Proc:0604360053	isRestrictedBy	ICD:E783
Proc:0701010045	isRestrictedBy	ICD:Q043
Proc:0604600020	isRestrictedBy	ICD:Q802
Proc:0701020032	isRestrictedBy	ICD:Q056
Proc:0302020020	isRestrictedBy	ICD:C33
Proc:0202030024	isRestrictedBy	ICD:Z114
Proc:0404010547	isRestrictedBy	ICD:S152
Proc:0407020306	isRestrictedBy	ICD:K316
Proc:0408030062	isRestrictedBy	ICD:M489
Proc:0303010100	isRestrictedBy	ICD:B673
Proc:0413010074	isRestrictedBy	ICD:T285
Proc:0416120032	isRestrictedBy	ICD:C500
Proc:0408040246	isRestrictedBy	ICD:S324
Proc:0408020075	isRestrictedBy	ICD:C408
Proc:0303130067	isRestrictedBy	ICD:D471
Proc:0303060212	isRestrictedBy	ICD:I517
Proc:0408010061	isRestrictedBy	ICD:Y831
Proc:0303110058	isRestrictedBy	ICD:Q308
Proc:0411010034	isRestrictedBy	ICD:O622
Proc:0408030739	isRestrictedBy	ICD:Q763
Proc:0411010026	isRestrictedBy	ICD:O621
Proc:0404020275	isRestrictedBy	ICD:C002
Proc:0416080081	isRestrictedBy	ICD:C091
Proc:0304010090	isRestrictedBy	ICD:C720
Proc:0301070105	isRestrictedBy	ICD:G308
Proc:0304010049	isRestrictedBy	ICD:C447
Proc:0404020534	isRestrictedBy	ICD:S023
Proc:0404020585	isRestrictedBy	ICD:S028
Proc:0604150024	isRestrictedBy	ICD:G400
Proc:0604160011	isRestrictedBy	ICD:M813
Proc:0303170158	isRestrictedBy	ICD:F381
Proc:0408030534	isRestrictedBy	ICD:G801
Proc:0408060239	isRestrictedBy	ICD:B92
Proc:0408030666	isRestrictedBy	ICD:Q781
Proc:0403010020	isRestrictedBy	ICD:D333
Proc:0302060057	isRestrictedBy	ICD:G254
Proc:0211070106	isRestrictedBy	ICD:H911
Proc:0404030041	isRestrictedBy	ICD:H741
Proc:0304080012	isRestrictedBy	ICD:C413
Proc:0305010182	isRestrictedBy	ICD:N036
Proc:0301080038	isRestrictedBy	ICD:F208
Proc:0301080038	isRestrictedBy	ICD:F504
Proc:0301080038	isRestrictedBy	ICD:F523
Proc:0301080038	isRestrictedBy	ICD:F633
Proc:0304030163	isRestrictedBy	ICD:C844
Proc:0405010125	isRestrictedBy	ICD:T200
Proc:0304070017	isRestrictedBy	ICD:C040
Proc:0304010286	isRestrictedBy	ICD:D414
Proc:0304010286	isRestrictedBy	ICD:D440
Proc:0303170107	isRestrictedBy	ICD:F070
Proc:0302050027	isRestrictedBy	ICD:G231
Proc:0701050012	isRestrictedBy	ICD:C261
Proc:0701020172	isRestrictedBy	ICD:G833
Proc:0412020076	isRestrictedBy	ICD:J431
Proc:0302060022	isRestrictedBy	ICD:I676
Proc:0302060049	isRestrictedBy	ICD:F810
Proc:0303130024	isRestrictedBy	ICD:I690
Proc:0302040021	isRestrictedBy	ICD:E143
Proc:0303160071	isRestrictedBy	ICD:P121
Proc:0408060255	isRestrictedBy	ICD:C412
Proc:0303100036	isRestrictedBy	ICD:O159
Proc:0303100044	isRestrictedBy	ICD:O243
Proc:0701030186	isRestrictedBy	ICD:H903
Proc:0303160039	isRestrictedBy	ICD:P616
Proc:0302010025	isRestrictedBy	ICD:O100
Proc:0701010193	isRestrictedBy	ICD:S763
